id,timestamp,temperature_C,power_consumption_W,signal_strength_dBm,network_load_percent,anomaly_type
26,2025-11-06 22:01:30.236675,21.919147028303836,2911.008521965738,-79.87357991664862,55.88033725399349,normal
27,2025-11-06 22:10:04.236675,32.978615066049585,2699.419498429352,-92.34057232199405,60.23416813920259,normal
28,2025-11-07 00:11:02.236675,20.784584717057456,2653.4745891225225,-91.7726505396606,71.06920695940615,normal
29,2025-11-06 23:52:54.236675,36.15954291907991,2776.571171248897,-92.07529254973113,68.52534965346254,normal
30,2025-11-07 00:16:34.236675,26.19735020781262,2767.532799070431,-77.86550537462705,63.56052382525838,normal
31,2025-11-06 19:47:06.236675,26.751929859125163,2881.61636283689,-91.65609912408146,45.60528115397123,normal
32,2025-11-06 22:41:12.236675,26.26888056774441,2678.700600664643,-89.25275450187492,57.976511861694824,normal
33,2025-11-07 00:06:14.236675,33.4639921422413,2639.4452930170637,-80.68207430306715,49.024466352574755,normal
34,2025-11-07 00:12:14.236675,37.19312275194655,2931.596017528038,-79.95883873987559,58.80568462268727,normal
35,2025-11-07 00:49:08.236675,21.5,2568.0,-98.45,27.9,signal_degradation
36,2025-11-06 23:25:32.236675,35.79173180066104,2726.217882272563,-85.33170590448916,48.25445955486152,normal
37,2025-11-06 20:38:58.236675,35.14029850995895,2763.0629780259083,-91.22726649309534,53.79778742215589,normal
38,2025-11-06 19:44:46.236675,20.284244311326017,2929.8462701057933,-78.46125358964963,56.25670492899985,normal
39,2025-11-07 00:28:42.236675,35.23903608288142,2554.367888700749,-78.4079881844734,58.351573040356286,normal
40,2025-11-06 23:17:00.236675,28.1703685085535,2749.0788582026703,-91.85554878778714,58.68762156974025,normal
41,2025-11-06 23:44:02.236675,34.850470646501144,2936.580475891568,-77.7196332304236,50.17223814921028,normal
42,2025-11-06 19:37:34.236675,37.48924684230749,2701.833339165697,-82.30298031300691,49.32313768623413,normal
43,2025-11-06 22:31:48.236675,36.23478509588359,2645.5316725363286,-81.94312816981234,46.76002846386616,normal
44,2025-11-06 21:18:46.236675,35.19182162274756,2738.4099008647286,-83.61206000580478,49.892787499971945,normal
45,2025-11-06 21:09:32.236675,25.50259952367003,2906.8570787911863,-91.94605298008658,46.55022560165415,normal
46,2025-11-06 19:37:42.236675,28.863195019359402,2725.0257027677653,-81.08726312966859,63.346109565892945,normal
47,2025-11-07 01:00:00.236675,60.28,2656.81,-81.23,59.92,cooling_failure
48,2025-11-06 20:24:08.236675,23.428738960496553,2584.162669385156,-88.50665956148475,46.28957519059731,normal
49,2025-11-06 22:51:22.236675,24.525164305126054,2550.684499746512,-92.63095411960154,73.838252824815,normal
50,2025-11-06 20:53:10.236675,34.427993671502506,2727.410409684244,-87.95418443038163,54.07989222589146,normal
51,2025-11-06 21:22:38.236675,23.647475595597573,2619.973836034327,-82.33517651966675,58.7761865235746,normal
52,2025-11-06 23:26:50.236675,36.79412870021287,2896.086050547357,-89.08424540375188,68.91583731580971,normal
53,2025-11-06 22:53:28.236675,20.00653025655052,2884.8307220234547,-82.40551522065472,55.506491624371975,normal
54,2025-11-06 22:03:12.236675,24.757670958528436,2656.262402481699,-80.9877018807138,52.26182904739042,normal
55,2025-11-06 21:24:58.236675,37.936584903641275,2707.2825359088292,-92.29706022689027,54.08693437521161,normal
56,2025-11-06 20:48:04.236675,31.40703202675855,2725.7323897521374,-84.17364082130909,52.077586338203176,normal
57,2025-11-06 23:22:58.236675,24.55276398130194,2809.4486934760776,-81.18968347248727,51.10517724242416,normal
58,2025-11-07 01:02:26.236675,58.85,2660.43,-88.01,56.8,cooling_failure
59,2025-11-06 20:58:14.236675,30.964447783477063,2762.202749704988,-82.68401908869623,71.60325660482638,normal
60,2025-11-07 00:22:52.236675,37.06628712733531,2909.6535070359337,-89.801522490394,56.37424042504132,normal
61,2025-11-06 21:44:10.236675,25.77739641414826,2834.0377361216233,-77.51535939784728,58.79758896636469,normal
62,2025-11-06 20:59:28.236675,33.02169519737613,2647.3097169718294,-81.37881371636081,47.56280202020781,normal
63,2025-11-06 22:15:58.236675,23.106801318628435,2597.1532040160614,-84.43821760547463,48.60471895027772,normal
64,2025-11-06 19:39:58.236675,20.223008303591033,2942.914585675849,-87.15865056999716,60.82080723995049,normal
65,2025-11-06 21:18:24.236675,36.219778101283886,2774.751055258912,-91.01073611774056,59.85387473461862,normal
66,2025-11-06 21:13:16.236675,24.27102845703578,2829.948567962922,-90.23430621760403,46.95516991971295,normal
67,2025-11-06 23:01:46.236675,29.553049595255047,2694.2980283646702,-77.556960738272,62.3062339552129,normal
68,2025-11-07 00:17:34.236675,24.6210489854795,2813.445492991774,-92.19881870635915,74.24799031589235,normal
69,2025-11-06 22:29:56.236675,22.07001028229736,2895.758633671749,-83.9467232518576,50.637543161248615,normal
70,2025-11-07 00:11:48.236675,37.170833946084585,2831.416078251591,-82.56675527726976,59.97052121943181,normal
71,2025-11-07 00:10:54.236675,36.3770816997817,2761.664963564466,-82.46424978324065,51.595897719868134,normal
72,2025-11-06 20:03:02.236675,30.680230095674005,2871.0067255691642,-92.15672432302041,68.93895585417005,normal
73,2025-11-06 22:50:16.236675,22.923254565344937,2924.0990291032826,-92.78944392975451,65.58308339485981,normal
74,2025-11-07 00:20:48.236675,20.94496602141362,2607.5439715062316,-88.93079295229825,45.68494644906775,normal
75,2025-11-06 21:13:56.236675,37.80951914468865,2616.7343229529347,-84.63818888376896,51.10226932583175,normal
76,2025-11-06 23:44:24.236675,28.89222102169728,2713.7195119454786,-88.07758641735784,59.14448710373902,normal
77,2025-11-06 20:08:46.236675,25.303352472259878,2761.409145952047,-78.55185132867933,51.03620946006216,normal
78,2025-11-06 20:34:36.236675,21.834583493051056,2858.783191754349,-81.20635863686347,73.50176430462412,normal
79,2025-11-06 20:48:08.236675,29.98614750231408,2812.1783930107567,-88.29954866255974,61.07629776441408,normal
80,2025-11-06 22:38:38.236675,22.89303722399185,2615.7863915014673,-90.30607157661605,74.0972060736336,normal
81,2025-11-07 00:38:04.236675,53.25,2657.49,-88.0,59.3,overheating
82,2025-11-06 20:08:08.236675,20.249524084630522,2853.1548974090815,-77.24752531659942,59.09216334838616,normal
83,2025-11-06 21:14:34.236675,20.733030818173336,2784.140658136251,-88.66995600349695,54.30747004210025,normal
84,2025-11-06 21:44:50.236675,31.505702301406064,2786.6113335436858,-91.78563086525763,67.20904360755043,normal
85,2025-11-06 22:12:28.236675,25.607509377497756,2638.4112001844424,-82.98417723806541,58.88809427381001,normal
86,2025-11-06 21:06:02.236675,27.851392544844195,2902.7717675829253,-90.2433400938388,50.69886470145123,normal
87,2025-11-06 21:48:32.236675,33.276217122580874,2632.1928408435892,-80.880361147366,50.20365800906166,normal
88,2025-11-06 20:40:58.236675,23.15450732627916,2783.656266967933,-88.13712223145431,49.83074276812983,normal
89,2025-11-07 00:34:02.236675,21.50324406310735,2864.0646707102105,-81.21631733217622,59.142331473018544,normal
90,2025-11-06 22:47:00.236675,22.988598523283834,2948.303553966059,-86.0435960991277,49.057943087522794,normal
91,2025-11-06 22:15:28.236675,36.64896486956815,2735.870235322731,-80.90546975934981,73.43048224815685,normal
92,2025-11-06 22:06:28.236675,29.908597665022384,2691.2473849254498,-79.76634285282049,53.627526121171,normal
93,2025-11-06 22:28:40.236675,34.34649231080459,2587.1245669664963,-89.619610859946,70.06461950846902,normal
94,2025-11-06 23:07:20.236675,21.474802873785,2892.9009938254285,-84.23421882977811,70.60643889049804,normal
95,2025-11-07 00:12:16.236675,22.44971799565475,2720.2824734607943,-87.6177009387797,52.62510945766573,normal
96,2025-11-07 00:13:36.236675,25.366133681540838,2609.324747876543,-87.0064221544182,72.41605956191498,normal
97,2025-11-06 21:24:46.236675,21.70956400238419,2802.8045107842527,-92.60051733136908,67.12988617908475,normal
98,2025-11-06 23:03:50.236675,34.6929667930034,2859.733825043592,-84.94080793960048,70.90534604595919,normal
99,2025-11-06 23:47:30.236675,22.858399814078158,2938.8784750673603,-88.07628276186888,55.3907028253258,normal
100,2025-11-06 20:15:44.236675,29.71003264589155,2820.462331471968,-92.34577342287416,55.55034388130154,normal
101,2025-11-06 20:01:52.236675,20.401345833038526,2705.6101731929875,-92.00801516542009,56.24873760081065,normal
102,2025-11-06 21:53:00.236675,20.935464790385677,2618.7536615304134,-88.97492233124652,49.620626700881836,normal
103,2025-11-07 00:55:32.236675,37.99,2514.06,-88.92,90.63,network_overload
104,2025-11-06 20:26:26.236675,29.93497154777683,2736.6113808565215,-83.95778560407236,53.45104777687256,normal
105,2025-11-07 01:03:50.236675,58.33,2816.64,-77.96,64.14,cooling_failure
106,2025-11-06 22:25:08.236675,22.3317746869582,2943.317287528093,-92.43566799215345,57.12056748400359,normal
107,2025-11-06 20:50:14.236675,35.31031934819852,2573.9026603470033,-89.99754109760383,47.728120032736975,normal
108,2025-11-06 21:17:00.236675,37.88699007790609,2777.181395322368,-91.13861482304472,55.48937438360885,normal
109,2025-11-06 22:08:24.236675,35.515533692371584,2913.9162788496105,-86.64462015276231,66.994566175204,normal
110,2025-11-06 23:48:04.236675,23.239588021549586,2793.1327098458855,-84.59252664001372,66.23190408483799,normal
111,2025-11-06 21:03:08.236675,34.98830672030883,2619.5998382568864,-92.8545458220231,71.00351169805239,normal
112,2025-11-06 20:12:44.236675,20.839856286227093,2773.864278180049,-85.79514625393081,61.61696318390331,normal
113,2025-11-06 21:20:44.236675,28.80839343984414,2779.506216390548,-84.13886872438103,48.6060666429392,normal
114,2025-11-06 21:37:50.236675,21.074396616579442,2716.2151810183364,-91.4266994083251,54.487251873816575,normal
115,2025-11-06 21:29:08.236675,29.536918173180574,2640.867283246316,-82.37346375708438,54.858701564478025,normal
116,2025-11-06 22:00:54.236675,35.83518093610245,2823.169395257474,-87.48302454317552,66.20612048925422,normal
117,2025-11-06 22:29:16.236675,33.82410169938788,2932.457090298055,-77.18354059797984,70.49691114720433,normal
118,2025-11-06 20:01:54.236675,27.363405935123524,2647.893763883115,-90.0565798764017,48.73941073530088,normal
119,2025-11-07 00:30:34.236675,33.08570851044395,2634.1784892175497,-89.72396132120653,50.70209443813778,normal
120,2025-11-06 20:47:08.236675,23.100719976716423,2741.4293136023784,-81.50456358307032,62.49905788952438,normal
121,2025-11-06 22:25:32.236675,37.01246922426393,2664.677248147444,-81.68912381441463,51.00537943625761,normal
122,2025-11-07 00:47:14.236675,44.64,3549.81,-79.16,63.43,power_surge
123,2025-11-06 23:42:08.236675,30.561783885845742,2745.9102397593574,-89.97880605996428,62.99595515944753,normal
124,2025-11-06 23:59:10.236675,22.473889106297936,2892.2823056175807,-80.11151684509433,60.306622511999436,normal
125,2025-11-06 23:36:30.236675,21.880498820411255,2568.9951055134575,-85.95438659668378,65.9147161986327,normal
126,2025-11-06 22:18:06.236675,28.135276288658616,2586.46060019868,-86.03245043926965,68.42935089611451,normal
127,2025-11-06 23:35:02.236675,32.47314339541999,2906.846486954573,-86.21090275984547,58.283162117805546,normal
128,2025-11-06 21:52:18.236675,20.133504945595075,2589.9307726426305,-84.81712765060217,69.15037003660765,normal
129,2025-11-06 20:14:56.236675,32.22017784242061,2787.7060054041094,-83.88066904888075,72.92862117415866,normal
130,2025-11-06 21:10:16.236675,22.649624369780067,2632.837842269677,-90.8687371286893,58.93269340848849,normal
131,2025-11-06 21:25:52.236675,31.231055239511416,2904.927211588043,-79.52701545049041,64.18920716309606,normal
132,2025-11-06 22:13:34.236675,28.242485588681056,2829.822340886697,-90.65904251074424,58.979581086676646,normal
133,2025-11-06 19:53:24.236675,31.551133699107105,2597.3207507888146,-87.81147384806904,70.84178003110074,normal
134,2025-11-06 23:03:36.236675,25.198962742989018,2713.350846176285,-89.63178669547548,62.00793190181271,normal
135,2025-11-06 22:06:02.236675,36.73533152061671,2625.3620228533564,-92.9872614846707,61.86515499016334,normal
136,2025-11-06 21:46:48.236675,32.91807655159523,2729.187004178061,-84.29780241848731,60.698258147384834,normal
137,2025-11-06 19:39:36.236675,32.85353337986972,2806.672635565235,-83.9628988945401,45.884811604353615,normal
138,2025-11-06 22:37:00.236675,23.791017046646918,2932.4263154898554,-89.174216669127,70.53651361485007,normal
139,2025-11-06 23:21:24.236675,24.144287332634015,2555.6740011567827,-77.9001062044499,67.56340848364732,normal
140,2025-11-07 00:34:46.236675,34.866773806679376,2711.416545396088,-92.94351487812487,60.86034999977761,normal
141,2025-11-06 19:40:22.236675,31.0708213051022,2722.855199345793,-92.95512473188938,59.25779255755295,normal
142,2025-11-06 23:14:38.236675,22.481305762644194,2807.744788224016,-83.77072655479004,73.01153068485803,normal
143,2025-11-06 21:28:44.236675,28.12722962792482,2864.7023329607396,-86.42751037982953,47.772566514805675,normal
144,2025-11-06 19:37:30.236675,23.021886353919236,2830.6510651113113,-92.38606124654108,60.88712274613087,normal
145,2025-11-07 00:46:12.236675,42.4,3454.83,-85.54,57.08,power_surge
146,2025-11-06 23:17:58.236675,34.47442988813034,2829.9242356555083,-77.26527939304559,51.089760214189184,normal
147,2025-11-06 20:26:50.236675,28.36383446935602,2700.242634260259,-90.70052537025661,65.68045591331139,normal
148,2025-11-06 20:29:56.236675,22.77468039470483,2770.111083689738,-91.94940408656348,51.28974107287184,normal
149,2025-11-07 00:30:02.236675,33.16747268239516,2821.404427312734,-81.73043811939287,54.617830644183556,normal
150,2025-11-06 23:25:34.236675,20.420250701579214,2573.6008330707537,-78.55797759370381,66.5604449208658,normal
151,2025-11-06 23:18:02.236675,31.802623847358113,2757.362429770338,-92.00626736499439,73.0246845990176,normal
152,2025-11-07 00:00:34.236675,25.24425179094247,2677.393365487008,-88.60907693806388,55.971778435337214,normal
153,2025-11-06 23:06:02.236675,30.738169410379257,2815.038243284861,-83.50292148180051,45.05839774908328,normal
154,2025-11-07 00:19:30.236675,27.98881249516244,2816.7358992347727,-78.43832848564634,67.710084915437,normal
155,2025-11-06 23:21:08.236675,23.121758868239645,2778.28466593995,-84.22201830078149,51.42595642054059,normal
156,2025-11-07 01:00:20.236675,55.57,2969.06,-81.69,64.32,cooling_failure
157,2025-11-06 20:28:40.236675,25.05343393962505,2677.131850627705,-77.35687195999051,46.58519376905856,normal
158,2025-11-06 19:37:26.236675,28.49677924292053,2846.7426711378694,-88.27646072301675,53.636045261609404,normal
159,2025-11-07 00:02:40.236675,26.549444065766046,2748.082017687999,-85.74777673541247,72.00841879840405,normal
160,2025-11-07 00:18:52.236675,20.392095530751106,2887.1241492100426,-79.88433643072636,50.93112196012928,normal
161,2025-11-06 19:37:22.236675,28.584489027103334,2616.643714986433,-86.54707824201323,72.41927440373199,normal
162,2025-11-06 23:59:06.236675,36.21933542986177,2723.9283487619177,-79.82933174194342,70.58402311329893,normal
163,2025-11-06 22:51:54.236675,37.1946722099474,2556.0481437791673,-81.30374836788295,70.3109080010235,normal
164,2025-11-06 20:00:54.236675,30.870183545508613,2616.2116037935457,-78.38794695927896,50.35890885052042,normal
165,2025-11-07 00:55:34.236675,29.33,3171.91,-85.93,87.31,network_overload
166,2025-11-06 19:39:56.236675,20.805808609859884,2880.783216062659,-81.65751109329103,60.65262813307159,normal
167,2025-11-06 22:54:28.236675,29.593338042247126,2751.845182504435,-81.74745843826645,65.27088101781136,normal
168,2025-11-06 23:56:20.236675,30.339597263062274,2681.2795284764493,-89.51229225778127,47.580231285071186,normal
169,2025-11-06 23:13:48.236675,22.19271353094061,2944.681392208786,-85.32702681868109,48.30336724183352,normal
170,2025-11-07 00:09:44.236675,33.422182292872634,2730.9064341251287,-86.90820348800196,73.81606845529217,normal
171,2025-11-06 20:09:30.236675,36.60611572681623,2655.3501670741125,-92.9254276869512,69.5743246792367,normal
172,2025-11-06 20:24:50.236675,32.27349530862013,2819.774914041458,-89.13013451263963,59.91130866655946,normal
173,2025-11-06 22:35:26.236675,33.638345850497316,2801.91346815449,-80.56557701190606,74.88120983611793,normal
174,2025-11-07 00:00:02.236675,34.193879235204676,2907.785145899394,-77.7653653006998,73.633271018006,normal
175,2025-11-06 19:48:24.236675,23.518196159475682,2710.432161802585,-86.65506216266535,54.151704101539,normal
176,2025-11-06 19:46:32.236675,28.864317938390023,2725.7302590706245,-87.94595672774905,68.11689605142062,normal
177,2025-11-06 21:27:38.236675,33.693243539723866,2840.8547895591273,-83.73142270524028,67.0514298589803,normal
178,2025-11-06 21:00:18.236675,24.628321304196405,2661.600006636498,-82.23810889210169,46.639342963093576,normal
179,2025-11-06 23:16:30.236675,37.82214244378429,2622.2685435600083,-86.03731807309684,55.57420933016819,normal
180,2025-11-06 23:11:44.236675,29.692244670698628,2873.4249073927117,-90.31933544610818,66.30580757282885,normal
181,2025-11-06 21:49:34.236675,28.780974303183818,2710.88509736491,-80.84706094434938,49.92973978435231,normal
182,2025-11-06 20:39:38.236675,35.841351990864936,2647.934592880454,-84.76525711307048,74.44756294038088,normal
183,2025-11-06 22:46:24.236675,34.823636071629146,2651.426089925827,-91.31503339751177,72.0924225751277,normal
184,2025-11-07 00:23:40.236675,24.91605986992154,2825.5922837543417,-78.74648256724757,61.581678034762575,normal
185,2025-11-06 22:49:52.236675,28.416585409882906,2743.2543413646376,-91.96160880076638,66.23927243613939,normal
186,2025-11-06 21:56:26.236675,29.459551367148247,2622.9784370512084,-81.77688852308837,55.370859170521754,normal
187,2025-11-06 19:57:06.236675,30.115853991793383,2824.7780023285363,-89.80668471941401,49.46041474459562,normal
188,2025-11-06 21:48:14.236675,34.45558602954577,2881.763300648673,-92.81514127671205,52.471559089439864,normal
189,2025-11-06 22:20:10.236675,34.14145482976143,2679.739961598435,-82.08655297029341,49.30617347473077,normal
190,2025-11-06 20:00:10.236675,25.863927361973907,2756.8897640616688,-86.28510642074946,66.63326627713991,normal
191,2025-11-06 22:54:24.236675,21.98131058416491,2714.467947529278,-92.66856833365179,56.55419485511143,normal
192,2025-11-06 21:36:18.236675,21.95298048661195,2651.111430753495,-80.799138948486,67.95210429707038,normal
193,2025-11-06 21:58:38.236675,23.99211166081287,2574.326242168464,-79.87719813003896,70.66653360589586,normal
194,2025-11-06 22:55:10.236675,31.184956878472967,2703.2285867686564,-92.99663706235026,69.52278222375877,normal
195,2025-11-06 21:00:16.236675,27.10083766796203,2877.90901723545,-81.82470023517706,72.35647434941961,normal
196,2025-11-06 22:06:52.236675,26.10114711271528,2646.878637566497,-88.9930558069042,49.78959540151417,normal
197,2025-11-06 22:24:08.236675,27.924635789366413,2795.6684704410463,-91.24269913788,56.76073569361296,normal
198,2025-11-07 00:56:34.236675,19.46,3223.58,-88.6,95.07,network_overload
199,2025-11-06 20:08:44.236675,37.08906280178546,2817.1391568139593,-90.70358433040616,55.899054405872484,normal
200,2025-11-06 21:12:52.236675,37.92289514167182,2740.1027229825095,-79.3705819727637,57.92098954321057,normal
201,2025-11-06 22:44:08.236675,26.81155214803627,2702.3562675765857,-80.98568593643928,60.108131041041986,normal
202,2025-11-06 20:36:12.236675,31.305824515387194,2671.493096093975,-80.10772849846276,71.1998677807813,normal
203,2025-11-06 19:45:02.236675,36.114662196969405,2733.707087912225,-88.99449489846202,59.71243074287152,normal
204,2025-11-06 20:22:08.236675,28.88835466256939,2763.7497153133486,-91.11729882311423,52.6009057551298,normal
205,2025-11-06 21:31:42.236675,30.033528068120543,2753.512487765479,-84.37376275091803,68.52749945241584,normal
206,2025-11-06 19:52:38.236675,20.705089555443845,2641.19473927674,-79.89050217102698,54.27503004486758,normal
207,2025-11-07 00:59:14.236675,61.95,2823.3,-92.11,56.01,cooling_failure
208,2025-11-06 19:53:40.236675,37.42754555958487,2729.261247290034,-81.63144158814158,74.1947501576366,normal
209,2025-11-06 22:35:52.236675,23.693265316487405,2709.318505872764,-80.12470009451745,45.267500757444274,normal
210,2025-11-06 19:46:46.236675,28.344235977433556,2700.0384951326005,-87.38785254078844,53.348382671075484,normal
211,2025-11-07 00:14:12.236675,33.64201799405269,2667.82867488599,-91.22057085805754,55.93452515267405,normal
212,2025-11-06 22:16:08.236675,34.87837939365385,2676.008990499261,-87.61406972947367,50.937170904148324,normal
213,2025-11-07 00:25:58.236675,24.270339389222997,2926.8006166016,-84.21456572133654,62.3326924914018,normal
214,2025-11-06 20:21:34.236675,24.745344456678872,2805.389407702116,-92.48534641325135,70.62288877030932,normal
215,2025-11-06 21:24:34.236675,35.45716370609986,2747.7542073879904,-86.85510974185796,46.906915049337876,normal
216,2025-11-07 00:36:22.236675,27.88997187765743,2801.881082926894,-90.96717907300732,53.09750141099716,normal
217,2025-11-06 20:31:24.236675,23.733172019355298,2645.897197879303,-88.13273913848877,53.76747909994183,normal
218,2025-11-06 22:19:22.236675,24.75341666208449,2812.4821370929862,-83.35587107261034,70.53208429143508,normal
219,2025-11-06 22:34:24.236675,26.093578858559606,2563.46728056273,-83.48844295181206,45.86863553925396,normal
220,2025-11-06 21:02:12.236675,35.282359363823566,2871.6992683562526,-80.04787776005793,70.54653689145866,normal
221,2025-11-06 21:07:12.236675,23.754165030525915,2690.4781678297104,-78.0243822178595,50.561594698856084,normal
222,2025-11-06 23:46:26.236675,30.9587034685013,2942.445847358859,-82.47439785312226,73.50088683802699,normal
223,2025-11-06 23:56:02.236675,23.634679142549672,2620.055474853332,-91.20301439247355,74.18406853335433,normal
224,2025-11-06 23:56:54.236675,20.08136666761473,2674.2619118722832,-89.1831132746572,52.858795265433066,normal
225,2025-11-06 20:41:06.236675,34.420551424872656,2703.233054985401,-77.03045094432655,65.00346192344142,normal
226,2025-11-06 22:04:16.236675,22.977568647538995,2880.429228271081,-82.79134975463921,73.45304854808589,normal
227,2025-11-07 01:04:06.236675,9.53,1863.33,-118.57,7.91,equipment_failure
228,2025-11-07 00:32:52.236675,27.92931072116756,2639.665215878452,-92.91542071988786,59.86760999263777,normal
229,2025-11-06 23:03:44.236675,21.981920211527235,2587.5092722228683,-80.13999463130632,66.27750085210701,normal
230,2025-11-07 00:08:00.236675,23.679127664036805,2678.4959450965935,-84.11559729571891,66.01111246636404,normal
231,2025-11-06 20:08:20.236675,33.60420442076871,2869.9741108633702,-86.1743863688872,71.0899910516365,normal
232,2025-11-06 19:50:16.236675,22.946613997274767,2713.059121309832,-91.71898616201872,46.05056759915578,normal
233,2025-11-07 00:33:40.236675,24.338382357502606,2696.2748697295465,-92.2334276925166,72.99979886590069,normal
234,2025-11-06 23:20:30.236675,34.56412347923188,2909.4267597995813,-84.7462699260012,53.467361989619086,normal
235,2025-11-06 21:42:38.236675,31.59390394606679,2606.717391702442,-84.70552149653909,65.98651209728571,normal
236,2025-11-06 21:52:06.236675,27.63825423024072,2759.3628100001083,-89.18898411117621,67.97274428409719,normal
237,2025-11-06 20:13:26.236675,29.48417725767613,2599.3430966803435,-80.78296966339398,70.31922626086748,normal
238,2025-11-06 22:35:40.236675,25.253412566184785,2799.7558798173277,-77.19552261219097,51.68784113354556,normal
239,2025-11-07 00:41:34.236675,54.72,3097.09,-82.24,49.9,overheating
240,2025-11-06 21:52:24.236675,34.26619555873932,2724.6260997502773,-86.86264332188362,56.1888633063453,normal
241,2025-11-06 23:41:12.236675,37.608724397037335,2608.4771147574625,-88.04985854959364,55.044972892871805,normal
242,2025-11-06 22:28:42.236675,25.803607453719327,2859.791548917517,-78.4562731050077,48.27005794568683,normal
243,2025-11-06 19:39:04.236675,24.550256445571993,2623.5829537303107,-89.29068421622368,74.02885744900495,normal
244,2025-11-06 20:56:02.236675,32.90243698010181,2716.4064300187033,-77.57998484593973,51.22045008943693,normal
245,2025-11-06 23:54:30.236675,34.15006596193096,2895.5207446925815,-78.35844110629537,64.75261450487505,normal
246,2025-11-06 20:55:00.236675,30.60356514343684,2564.4662878544173,-80.9924269578101,51.04567215821312,normal
247,2025-11-06 20:18:58.236675,35.11388826407311,2781.4715295139135,-78.77039861646787,60.952649254002836,normal
248,2025-11-06 22:08:48.236675,28.178399276519073,2563.895375118959,-80.08633685997269,48.928542581802525,normal
249,2025-11-06 20:31:44.236675,24.753850391848736,2591.7596504352005,-89.78110064762498,46.65532002754378,normal
250,2025-11-06 21:31:06.236675,30.265171655426087,2915.212030745802,-78.76714923798248,68.9715293919656,normal
251,2025-11-07 00:51:18.236675,24.83,2911.32,-113.43,24.31,signal_degradation
252,2025-11-06 19:39:28.236675,27.40963094401609,2664.624370362603,-90.94718631007504,62.807918622545685,normal
253,2025-11-07 00:35:06.236675,29.79644573181493,2662.885110266789,-90.6918120440448,51.05620668895138,normal
254,2025-11-06 23:23:56.236675,33.76687323107972,2784.1359854900097,-77.41452204720454,61.34008444756193,normal
255,2025-11-07 00:06:30.236675,34.210323014949424,2805.8684540489744,-91.52395994720722,47.43014904725112,normal
256,2025-11-06 22:34:56.236675,26.561298275195817,2940.11206186502,-85.99470549579846,58.49620164472437,normal
257,2025-11-06 21:03:54.236675,34.788400011042086,2681.7827655968445,-83.6169471350946,65.11363039465093,normal
258,2025-11-06 20:17:12.236675,34.67004428674254,2703.742367756595,-92.77520095069184,64.42875165951355,normal
259,2025-11-06 22:51:40.236675,21.222681941291768,2576.141171033015,-77.14839037595407,49.53974826599549,normal
